/* DADOS USADOS */

--OBVIAMENTE, RESPEITANDO AS LEIS DE PROTEÇÃO DE DADOS, TODOS ESSES DADOS SÃO FALSOS--

Nome,Sobrenome,Nascimento,CPF,Email,Setor,Salário,Filial
Patricia,Sanchdx,34165,41093673609,patriciasanchdx@uol.com,Administrativo,4750,Bahia
Renan,Vasconcelos,28103,46175433988,renanvasconcelos@outlook.com,Comercial,7750,Paraíba
Tatiane,Silva,34721,76519307520,tatianesilva@gmail.com,Produção,19500,Sergipe
Vanderson,Castro,30681,42381127541,vandersoncastro@hotmail.com,Compras,7250,Acre
Leonardo,Pinto,23538,92978826082,leonardopinto@live.com,Marketing,12000,Rio De Janeiro
Hugo,Oliveira,27502,23788558025,hugooliveira@terra.com,Marketing,7000,Rondônia
Rosilene,Arashiro,31408,63868801303,rosilenearashiro@hotmail.com,Finaneiro,9750,Sergipe
Herbert,Elias,24419,52937451535,herbertelias@uol.com,Finaneiro,5000,Amazonas
Jorge,Fernandes,18914,22104788007,jorgefernandes@uol.com,Marketing,18750,Mato Grosso
Nathan,Palanycia,26992,98988768340,nathanpalanycia@terra.com,Administrativo,14750,Rondônia
Tatiane,Moreira,20379,40906771337,tatianemoreira@gmail.com,Comercial,3000,Amazonas
Bruno,Moura,30470,64020722865,brunomoura@gmail.com,Marketing,10750,Rio De Janeiro
Edson,Afonso,36869,79731717173,edsonafonso@gmail.com,Gestão,24250,Minas Gerais
Cleberson,Port,34314,52772509572,clebersonport@gmail.com,Marketing,3250,Rio De Janeiro
Geraldo,Schardosin,28423,53184001864,geraldoschardosin@gmail.com,Finaneiro,5000,Bahia
Danilo,Gonçalves,34059,61054504872,danilogonçalves@globo.com,Comercial,22500,Bahia
Alison,Teixeira,30371,90451536689,alisonteixeira@uol.com,Finaneiro,7250,Amazonas
Daniel,Lira,34266,56884466767,daniellira@gmail.com,Marketing,4750,Pernambuco
Marcelo,Santos,24517,41941050647,marcelosantos@gmail.com,Gestão,3500,Rio De Janeiro
Vanessa,Rallo,18467,85426673338,vanessarallo@terra.com,Marketing,6500,Amazonas
Yasmin,Gomes,33046,87235393340,yasmingomes@outlook.com,Compras,19500,Acre
